Card Number,Card Name,Level,Rank,Link,Card Text,Status,Card Type,Pendulum Effect,Pendulum Scale,Attribute,Monster Type,ATK,DEF
10225,Achacha Chanbara,3.0,,,"During either player's turn, when a card or effect is activated that will inflict damage when it resolves: You can Special Summon this card from your hand, and if you do, inflict 400 damage to your opponent.",Unlimited,Effect Monster,,,FIRE,Warrior,1400.0,1400.0
14813,Achichi @Ignister,2.0,,,"If this card is Normal or Special Summoned: You can add 1 Level 4 or lower ""@Ignister"" monster from your Deck to your hand, except ""Achichi @Ignister"". At the start of the Damage Step, when your Cyberse monster battles: You can banish this card from your GY; destroy that monster you control. You can only use each effect of ""Achichi @Ignister"" once per turn.",Unlimited,Effect Monster,,,FIRE,Cyberse,800.0,800.0
4666,Acid Rain,,,,Destroy all face-up Machine-Type monsters on the field.,Unlimited,Normal Spell,,,,,,
4691,Acid Trap Hole,,,,"Target 1 face-down Defense Position monster on the field; flip it face-up, then destroy it if its DEF is 2000 or less, or return it face-down if its DEF is more than 2000.",Unlimited,Normal Trap,,,,,,
7457,Acidic Downpour,,,,All EARTH monsters lose 500 ATK and gain 400 DEF.,Unlimited,Field Spell,,,,,,
9724,Acorno,1.0,,,"During your Main Phase: You can send 1 ""Pinecono"" from your hand to the Graveyard, and Special Summon this card from the hand.",Unlimited,Effect Monster,,,EARTH,Plant,200.0,400.0
5705,Acrobat Monkey,3.0,,,An autonomous monkey type robot which was developed with cutting-edge technology. It moves very acrobatically.,Unlimited,Normal Monster,,,EARTH,Machine,1000.0,1800.0
12408,Acrobatic Magician,5.0,,,If the activation of a Spell/Trap Card is negated (except during the Damage Step): You can Special Summon this card from your hand. When this card is destroyed by battle: You can place this card in your Pendulum Zone.,Unlimited,Pendulum / Effect Monster,"When a monster(s) you control is destroyed by a card effect (except during the Damage Step): You can Special Summon this card from your Pendulum Zone. You can only use this effect of ""Acrobatic Magician"" once per turn.",2.0,DARK,Spellcaster,800.0,2300.0
13550,Action Magic - Double Banking,,,,"Discard 1 card; this turn, if a monster you currently control destroys an opponent's monster by battle, it can make a second attack in a row. During your Main Phase, if this card is in your GY, except the turn this card was sent to the GY: You can discard 1 Spell; Set this card.",Unlimited,Quick-Play Spell,,,,,,
13549,Action Magic - Full Turn,,,,"This turn, double any battle damage that a player takes from battles involving 2 monsters. During your Main Phase, if this card is in your GY, except the turn this card was sent to the GY: You can discard 1 Spell; Set this card.",Unlimited,Quick-Play Spell,,,,,,
15099,Adamancipator Analyzer,4.0,,,"If only your opponent controls a monster: You can Special Summon this card from your hand. During your Main Phase: You can excavate the top 5 cards of your Deck, and if you do, you can Special Summon 1 excavated Level 4 or lower non-Tuner Rock monster, also place the rest on the bottom of your Deck in any order. You can only use each effect of ""Adamancipator Analyzer"" once per turn.",Unlimited,Tuner / Effect Monster,,,EARTH,Rock,1500.0,700.0
15102,Adamancipator Crystal - Dragite,4.0,,,"If this card is Special Summoned by the effect of an ""Adamancipator"" card: You can draw 1 card. If this card is in your GY: You can target 1 WATER Synchro Monster you control or in your GY; return it to the Extra Deck, and if you do, place this card on top of the Deck. You can only use each effect of ""Adamancipator Crystal - Dragite"" once per turn.",Unlimited,Effect Monster,,,WATER,Rock,0.0,2200.0
15100,Adamancipator Crystal - Leonite,4.0,,,"If this card is Special Summoned by the effect of an ""Adamancipator"" card: You can place 1 ""Adamancipator"" card from your hand or GY on top of the Deck. If this card is in your GY: You can target 1 FIRE Synchro Monster you control or in your GY; return it to the Extra Deck, and if you do, place this card on top of the Deck. You can only use each effect of ""Adamancipator Crystal - Leonite"" once per turn.",Unlimited,Effect Monster,,,FIRE,Rock,0.0,2200.0
15101,Adamancipator Crystal - Raptite,4.0,,,"If this card is Special Summoned by the effect of an ""Adamancipator"" card: You can place 1 Rock monster from your hand or GY on top of the Deck. If this card is in your GY: You can target 1 WIND Synchro Monster you control or in your GY; return it to the Extra Deck, and if you do, place this card on top of the Deck. You can only use each effect of ""Adamancipator Crystal - Raptite"" once per turn.",Unlimited,Effect Monster,,,WIND,Rock,0.0,2200.0
15106,Adamancipator Laputite,,,,"All Rock monsters you control gain 500 ATK/DEF. Once per turn, during your Main Phase: You can take up to 5 ""Adamancipator"" cards from your Deck and place them on top of your Deck in any order.",Unlimited,Field Spell,,,,,,
15108,Adamancipator Relief,,,,"Tribute any number of ""Adamancipator"" monsters, then target cards on the field equal to that number +1; destroy them.",Unlimited,Normal Trap,,,,,,
15098,Adamancipator Researcher,2.0,,,"If you control a Rock monster, except ""Adamancipator Researcher"": You can Special Summon this card from your hand. During your Main Phase: You can excavate the top 5 cards of your Deck, and if you do, you can Special Summon 1 excavated Level 4 or lower non-Tuner Rock monster, also place the rest on the bottom of your Deck in any order. You can only use each effect of ""Adamancipator Researcher"" once per turn.",Unlimited,Tuner / Effect Monster,,,EARTH,Rock,100.0,2100.0
15109,Adamancipator Resonance,,,,"When a monster effect is activated, while you control an ""Adamancipator"" Synchro Monster: Negate the activation, and if you do, destroy it.",Unlimited,Counter Trap,,,,,,
15105,Adamancipator Risen - Dragite,8.0,,,"1 Tuner + 1+ non-Tuner monstersDuring your Main Phase: You can excavate the top 5 cards of your Deck, and if you do, you can return cards your opponent controls to the hand, up to the number of excavated Rock monsters, also place the excavated cards on the bottom of your Deck in any order. When your opponent activates a Spell/Trap Card or effect, while a WATER monster is in your GY (Quick Effect): You can negate the activation, and if you do, destroy it. You can only use each effect of ""Adamancipator Risen - Dragite"" once per turn.",Unlimited,Synchro / Effect Monster,,,WATER,Rock,3000.0,2200.0
15103,Adamancipator Risen - Leonite,6.0,,,"1 Tuner + 1+ non-Tuner monstersDuring your Main Phase: You can excavate the top 5 cards of your Deck, and if you do, you can add 1 excavated ""Adamancipator"" card to your hand, also place the rest on the bottom of your Deck in any order. During your opponent's turn, if a FIRE monster is in your GY (Quick Effect): You can target 1 Rock monster in your GY; Special Summon it. You can only use each effect of ""Adamancipator Risen - Leonite"" once per turn.",Unlimited,Synchro / Effect Monster,,,FIRE,Rock,2400.0,2200.0
15104,Adamancipator Risen - Raptite,6.0,,,"1 Tuner + 1+ non-Tuner monstersDuring your Main Phase: You can excavate the top 5 cards of your Deck, and if you do, you can Special Summon 1 excavated Rock monster in Defense Position, also place the rest on the bottom of your Deck in any order. During your opponent's turn, if a WIND monster is in your GY (Quick Effect): You can target 1 card in your opponent's GY; banish it. You can only use each effect of ""Adamancipator Risen - Raptite"" once per turn.",Unlimited,Synchro / Effect Monster,,,WIND,Rock,2200.0,2800.0
15097,Adamancipator Seeker,2.0,,,"If you control an ""Adamancipator"" monster, except ""Adamancipator Seeker"": You can Special Summon this card from your hand. During your Main Phase: You can excavate the top 5 cards of your Deck, and if you do, you can Special Summon 1 excavated Level 4 or lower non-Tuner Rock monster, also place the rest on the bottom of your Deck in any order. You can only use each effect of ""Adamancipator Seeker"" once per turn.",Unlimited,Tuner / Effect Monster,,,EARTH,Rock,1200.0,1000.0
15107,Adamancipator Signs,,,,"Target 1 Rock monster in your GY; Special Summon it in Defense Position, then, if you Special Summoned an ""Adamancipator"" monster by this effect, you can take 1 Level 4 or lower Rock monster from your Deck and place it on top of your Deck.",Unlimited,Normal Spell,,,,,,
5624,Adhesion Trap Hole,,,,When your opponent Summons a monster(s): Halve that monster(s)'s original ATK.,Unlimited,Normal Trap,,,,,,
6589,Adhesive Explosive,3.0,,,"Before damage calculation, if this card was attacked by an opponent's monster and was in face-down Defense Position at the start of the Damage Step: Equip this card to the attacking monster. Then, during your opponent's next Standby Phase, destroy the monster this card is equipped to.",Unlimited,Effect Monster,,,WIND,Machine,1000.0,1000.0
9846,"Adreus, Keeper of Armageddon",,5.0,,2 Level 5 monstersOnce per turn: You can detach 1 Xyz Material from this card to target 1 face-up card your opponent controls; destroy it.,Unlimited,Xyz / Effect Monster,,,DARK,Fiend,2600.0,1700.0
8337,Advance Draw,,,,Tribute 1 face-up Level 8 or higher monster you control; draw 2 cards.,Unlimited,Normal Spell,,,,,,
8659,Advance Force,,,,You can Tribute 1 Level 5 or higher monster to Tribute Summon a Level 7 or higher monster.,Unlimited,Continuous Spell,,,,,,
10319,Advance Zone,,,,"Once per turn, during the End Phase of any turn in which you Tribute Summoned a monster(s): You can apply these effects, in sequence, based on the number of monsters you Tributed for Tribute Summons this turn.●1 or more: Destroy 1 Set card your opponent controls.●2 or more: Draw 1 card.●3 or more: Add 1 monster from your Graveyard to your hand.",Unlimited,Continuous Spell,,,,,,
10214,Advanced Dark,,,,"All ""Crystal Beast"" monsters on the field and in the GY become DARK. If an ""Ultimate Crystal"" monster attacks, negate the effects of the attack target during that Battle Phase. During damage calculation, if a ""Crystal Beast"" monster you control battles and you would take damage: You can send 1 ""Crystal Beast"" monster from your Deck to the GY; you take no battle damage from that battle.",Unlimited,Field Spell,,,,,,
10277,Advanced Heraldry Art,,,,"Target 2 ""Heraldic Beast"" monsters in your Graveyard; Special Summon both those targets. Immediately after this card resolves, Xyz Summon 1 Xyz Monster using those 2 monsters only.",Unlimited,Normal Spell,,,,,,
6996,Advanced Ritual Art,,,,This card is used to Ritual Summon any 1 Ritual Monster. You must also send Normal Monsters from your Deck to the GY whose total Levels equal the Level of that Ritual Monster.,Unlimited,Ritual Spell,,,,,,
12163,Aegaion the Sea Castrum,,8.0,,"2 Level 8 monstersDuring either player's turn: You can banish 1 random face-down monster from your opponent's Extra Deck, face-up, and if you do, this card's ATK becomes equal to the banished monster's. During either player's turn: You can detach 1 Xyz Material from this card, then target 1 of your opponent's banished Fusion, Synchro, or Xyz Monsters; return it to the Extra Deck, and if you do, destroy 1 monster your opponent controls with the same monster card type (Fusion, Synchro, or Xyz). You can only use each effect of ""Aegaion the Sea Castrum"" once per turn.",Unlimited,Xyz / Effect Monster,,,WATER,Machine,,3000.0
7053,Aegis of Gaia,,,,"Gain 3000 Life Points. If this face-up card is removed from the field, take 3000 damage.",Unlimited,Continuous Trap,,,,,,
8366,Aegis of the Ocean Dragon Lord,,,,"Until the End Phase, face-up Level 3 or lower WATER monsters you control cannot be destroyed by battle or by card effects.",Unlimited,Normal Trap,,,,,,
10554,Aerial Recharge,,,,"Once per turn: You can Special Summon 1 ""Mecha Phantom Beast Token"" (Machine-Type/WIND/Level 3/ATK 0/DEF 0). During each player's End Phase, Tribute 1 Token or ""Mecha Phantom Beast"" monster, or send this card to the Graveyard.",Unlimited,Continuous Trap,,,,,,
11136,"Aether, the Empowering Dragon",6.0,,,"When this card is Pendulum Summoned: You can target 1 card on the field; return it to the hand. You can only use this effect of ""Aether, the Empowering Dragon"" once per turn.",Unlimited,Effect Monster,,,LIGHT,Dragon,2300.0,1600.0
11873,"Aether, the Evil Empowering Dragon",6.0,,,When this card is Normal or Special Summoned: You can target 1 monster on the field; banish it.,Unlimited,Pendulum / Effect Monster,"Once per turn: You can banish 1 ""Empowered Warrior"" monster from your Graveyard, then target 1 card on the field; destroy it.",4.0,DARK,Dragon,2300.0,1600.0
