"Card Name","Status","Card Text","Icon","Attribute","Level","Monster Type","Card Type","ATK","DEF"
"Hiita the Fire Charmer","Unlimited","Card Text FLIP: Target 1 face-up FIRE monster your opponent controls; take control of that target while this card is face-up on the field.","","Attribute FIRE","Level 3","Monster Type Spellcaster","Card Type Effect","ATK 500","DEF 1500"
"Wynn the Wind Charmer","Unlimited","Card Text FLIP: While this card is face-up on the field, take control of 1 WIND monster your opponent controls.","","Attribute WIND","Level 3","Monster Type Spellcaster","Card Type Effect","ATK 500","DEF 1500"
"Batteryman AA","Unlimited","Card Text If all ""Batteryman AA""(s) on your side of the field are in Attack Position, this card gains 1000 ATK for each ""Batteryman AA"" on your side of the field. If all ""Batteryman AA""(s) on your side of the field are in Defense Position, this card gains 1000 DEF for each ""Batteryman AA"" on your side of the field.","","Attribute LIGHT","Level 3","Monster Type Thunder","Card Type Effect","ATK 0","DEF 0"
"Des Wombat","Unlimited","Card Text Any damage to you from a card effect becomes 0.","","Attribute EARTH","Level 3","Monster Type Beast","Card Type Effect","ATK 1600","DEF 300"
"King of the Skull Servants","Unlimited","Card Text The original ATK of this card is the combined number of ""King of the Skull Servants"" and ""Skull Servant"" in your GY x 1000. When this card is destroyed by battle and sent to the GY: You can banish 1 other ""King of the Skull Servants"" or 1 ""Skull Servant"" from your GY; Special Summon this card.","","Attribute DARK","Level 1","Monster Type Zombie","Card Type Effect","ATK ?","DEF 0"
"Reshef the Dark Being","Unlimited","Card Text This card can only be Ritual Summoned with the Ritual Spell Card, ""Final Ritual of the Ancients"". Once per turn, by discarding 1 Spell Card from your hand, take control of 1 monster on your opponent's side of the field until the end of this turn.","","Attribute LIGHT","Level 8","Monster Type Fiend","Card Type Ritual / Effect","ATK 2500","DEF 1500"
"Elemental Mistress Doriado","Unlimited","Card Text This card can only be Ritual Summoned with the Ritual Spell Card, ""Doriado's Blessing"". The Attribute of this card is also treated as WIND, WATER, FIRE, and EARTH while it is face-up on the field.","","Attribute LIGHT","Level 3","Monster Type Spellcaster","Card Type Ritual / Effect","ATK 1200","DEF 1400"
"Elemental HERO Flame Wingman","Unlimited","Card Text ""Elemental HERO Avian"" + ""Elemental HERO Burstinatrix""Must be Fusion Summoned and cannot be Special Summoned by other ways. When this card destroys a monster by battle and sends it to the Graveyard: Inflict damage to your opponent equal to the ATK of the destroyed monster in the Graveyard.","","Attribute WIND","Level 6","Monster Type Warrior","Card Type Fusion / Effect","ATK 2100","DEF 1200"
"Elemental HERO Thunder Giant","Unlimited","Card Text ""Elemental HERO Sparkman"" + ""Elemental HERO Clayman""Must be Fusion Summoned and cannot be Special Summoned by other ways. Once per turn: You can discard 1 card to target 1 face-up monster on the field with original ATK less than the ATK of this card; destroy that target.","","Attribute LIGHT","Level 6","Monster Type Warrior","Card Type Fusion / Effect","ATK 2400","DEF 1500"
"Gift of the Martyr","Unlimited","Card Text Send 1 monster on your side of the field to the Graveyard. Select 1 monster on your side of the field. The selected monster gains ATK equal to the ATK of the sent monster until the end of this turn.","Icon Normal Spell","","","","","",""
"Double Attack","Unlimited","Card Text Discard 1 Monster Card from your hand to the Graveyard. Select 1 monster on your side of the field with a lower Level than the discarded monster. The selected monster can attack twice this turn.","Icon Normal Spell","","","","","",""
"Battery Charger","Unlimited","Card Text Pay 500 Life Points. Special Summon 1 ""Batteryman"" monster from your Graveyard.","Icon Normal Spell","","","","","",""
"Kaminote Blow","Unlimited","Card Text Activate only if there is at least 1 face-up ""Chu-Ske the Mouse Fighter"", ""Monk Fighter"", or ""Master Monk"" on your side of the field. Destroy the monster(s) that battle with these monsters on your side of the field this turn, at the end of each Damage Step.","Icon Normal Spell","","","","","",""
"Doriado's Blessing","Unlimited","Card Text This card is used to Ritual Summon ""Elemental Mistress Doriado"". You must also Tribute monsters whose total Levels equal 3 or more from the field or your hand.","Icon Ritual Spell","","","","","",""
"Final Ritual of the Ancients","Unlimited","Card Text This card is used to Ritual Summon ""Reshef the Dark Being"". You must also Tribute monsters whose total Levels equal 8 or more from the field or your hand.","Icon Ritual Spell","","","","","",""
"Legendary Black Belt","Unlimited","Card Text Equip only to ""Chu-Ske the Mouse Fighter"", ""Monk Fighter"", or ""Master Monk"". When the equipped monster destroys your opponent's monster by battle and sends it to the Graveyard, inflict damage to your opponent equal to the DEF of the destroyed monster.","Icon Equip Spell","","","","","",""
"Nitro Unit","Unlimited","Card Text Equip only to a monster on your opponent's side of the field. When the equipped monster is destroyed by battle and sent to the Graveyard, inflict damage to your opponent equal to the ATK of the equipped monster.","Icon Equip Spell","","","","","",""
"Shifting Shadows","Unlimited","Card Text Once per turn, by paying 300 Life Points, rearrange the face-down Defense Position monsters in your Main Monster Zones, then return them in face-down Defense Position.","Icon Continuous Spell","","","","","",""
"Impenetrable Formation","Unlimited","Card Text Select 1 monster on your side of the field to activate this card. While you have 2 or more monsters on your side of the field, and all monsters on your side of the field are in Defense Position, the selected monster gains 700 DEF. When the selected monster is removed from the field, destroy this card.","Icon Continuous Spell","","","","","",""
"Hero Signal","Unlimited","Card Text When a monster you control is destroyed by battle and sent to the Graveyard: Special Summon 1 Level 4 or lower ""Elemental HERO"" monster from your hand or Deck.","Icon Normal Trap","","","","","",""
"Pikeru's Second Sight","Unlimited","Card Text Until your opponent's second End Phase, your opponent shows you all cards that they draw before adding them to their hand.","Icon Normal Trap","","","","","",""
"Minefield Eruption","Unlimited","Card Text Inflict 1000 damage to your opponent for each face-up ""Mine Golem"" on your side of the field. After that, destroy all face-up ""Mine Golem""(s) on your side of the field.","Icon Normal Trap","","","","","",""
"Kozaky's Self-Destruct Button","Unlimited","Card Text Inflict 1000 damage to the player who destroyed this Set card.","Icon Normal Trap","","","","","",""
"Mispolymerization","Unlimited","Card Text Activate only when a Fusion Monster is Special Summoned. Return all face-up Fusion Monsters to their respective Extra Decks.","Icon Normal Trap","","","","","",""
"Level Conversion Lab","Unlimited","Card Text Select 1 monster in your hand and show it to your opponent, then roll a six-sided die. If the result is 1, send the selected monster to the Graveyard. If the result is 2-6, the Level of the selected monster becomes equal to the result until the end of this turn.","Icon Normal Trap","","","","","",""
"Rock Bombardment","Unlimited","Card Text Send 1 Rock monster from your Deck to the GY; inflict 500 damage to your opponent.","Icon Normal Trap","","","","","",""
"Grave Lure","Unlimited","Card Text Turn the top card of your opponent's Deck face-up, then your opponent shuffles their Deck. When your opponent draws the face-up card, immediately send it to the Graveyard.","Icon Normal Trap","","","","","",""
"Token Feastevil","Unlimited","Card Text When a Token(s) is Special Summoned: Destroy as many Tokens on the field as possible, and if you do, inflict 300 damage to your opponent for each Token destroyed.","Icon Normal Trap","","","","","",""
"Spell-Stopping Statute","Unlimited","Card Text Activate only when your opponent activates a Continuous Spell Card. Negate the activation and the effect of the card and destroy it.","Icon Counter Trap","","","","","",""
"Royal Surrender","Unlimited","Card Text Activate only when your opponent activates a Continuous Trap Card. Negate the activation and the effect of the card and destroy it.","Icon Counter Trap","","","","","",""
"Lone Wolf","Unlimited","Card Text Activate only if the 1 and only monster on your side of the field is ""Chu-Ske the Mouse Fighter"", ""Monk Fighter"", or ""Master Monk"". That monster cannot be destroyed as a result of battle, and is unaffected by any of your opponent's monster effects.","Icon Continuous Trap","","","","","",""
"Infernal Flame Emperor","Unlimited","Card Text This card cannot be Special Summoned. When this card is Tribute Summoned, you can remove from play up to 5 FIRE monsters in your Graveyard. Destroy a number of Spell/Trap Cards on the field equal to the number of monsters removed from play for this effect.","","Attribute FIRE","Level 9","Monster Type Pyro","Card Type Effect","ATK 2700","DEF 1600"
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Mutant Mindmaster","Unlimited","Card Text When this card declares an attack, you can take control of 1 face-up Attack Position monster your opponent controls, and attack with it instead of this monster. It cannot attack your opponent directly. Return it to your opponent at the end of the Battle Phase.","","Attribute DARK","Level 6","Monster Type Spellcaster","Card Type Effect","ATK 0","DEF 2500"
"Divine Knight Ishzark","Unlimited","Card Text After damage calculation, when this card destroys a monster by battle: Banish that monster.","","Attribute LIGHT","Level 6","Monster Type Warrior","Card Type Effect","ATK 2300","DEF 1800"
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Ocean Dragon Lord - Neo-Daedalus","Unlimited","Card Text This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by Tributing 1 ""Levia-Dragon - Daedalus"". You can send ""Umi"" you control to the Graveyard to send all cards in both players' hands and on the field to the Graveyard, except this card.","","Attribute WATER","Level 8","Monster Type Sea Serpent","Card Type Effect","ATK 2900","DEF 1600"
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
