"Card Name","Status","Card Text","Attribute","Level","Monster Type","Card Type","ATK","DEF","Icon"
"Fiend Skull Dragon","Unlimited","Card Text Cave Dragon + ""Lesser Fiend""(This card is always treated as an ""Archfiend"" card.)A Fusion Summon of this card can only be done with the above Fusion Material Monsters. Negate the effects of Flip Effect Monsters. Negate any Trap effects that target this card on the field, and if you do, destroy that Trap Card.","Attribute WIND","Level 5","Monster Type Dragon","Card Type Fusion / Effect","ATK 2000","DEF 1200",""
"Cave Dragon","Unlimited","Card Text Cannot be Normal Summoned while you control a monster. This card cannot declare an attack unless you control another Dragon-Type monster.","Attribute WIND","Level 4","Monster Type Dragon","Card Type Effect","ATK 2000","DEF 100",""
"Gray Wing","Unlimited","Card Text Discard 1 card from your hand during your Main Phase 1. This monster can attack twice during the Battle Phase of this turn.","Attribute WIND","Level 3","Monster Type Dragon","Card Type Effect","ATK 1300","DEF 700",""
"Troop Dragon","Unlimited","Card Text If this card is destroyed by battle and sent to the GY: Special Summon 1 ""Troop Dragon"" from your Deck.","Attribute WIND","Level 2","Monster Type Dragon","Card Type Effect","ATK 700","DEF 800",""
"The Dragon's Bead","Unlimited","Card Text Discard 1 card from your hand. Negate the effect of a Trap Card that targets 1 face-up Dragon-Type monster and destroy the Trap Card.","","","","","","","Icon Continuous Trap"
"A Wingbeat of Giant Dragon","Unlimited","Card Text Return 1 Level 5 or higher Dragon-Type monster you control to the hand, and if you do, destroy all Spell and Trap Cards on the field.","","","","","","","Icon Normal Spell"
"Dragon's Gunfire","Unlimited","Card Text If you control a Dragon monster: Activate 1 of these effects;●Inflict 800 damage to your opponent.●Target 1 monster with 800 or less DEF; destroy that target.","","","","","","","Icon Normal Spell"
"Stamping Destruction","Unlimited","Card Text If you control a Dragon monster: Target 1 Spell/Trap on the field; destroy that target, and if you do, inflict 500 damage to its controller.","","","","","","","Icon Normal Spell"
"Super Rejuvenation","Unlimited","Card Text During the End Phase of the turn this card was activated, draw a number of cards equal to the combined number of Dragon monsters you discarded or Tributed from your hand or field this turn.","","","","","","","Icon Quick-Play Spell"
"Dragon's Rage","Unlimited","Card Text During battle between an attacking Dragon-Type monster you control and a Defense Position monster whose DEF is lower than the ATK of the attacking monster, inflict the difference as Battle Damage to your opponent.","","","","","","","Icon Continuous Trap"
"Burst Breath","Unlimited","Card Text Tribute 1 Dragon-Type monster; destroy all face-up monsters on the field whose DEF is less than or equal to the ATK the Tributed monster had on the field.","","","","","","","Icon Normal Trap"
"Luster Dragon #2","Unlimited","Card Text This dragon feeds on emerald. Enchanted by this monster even when attacked, few people live to tell of its beauty.","Attribute WIND","Level 6","Monster Type Dragon","Card Type Normal","ATK 2400","DEF 1400",""
"Emergency Provisions","Unlimited","Card Text Send any number of other Spell/Trap Cards you control to the Graveyard; gain 1000 LP for each card sent to the Graveyard this way.","","","","","","","Icon Quick-Play Spell"
"Keldo","Unlimited","Card Text When this card is destroyed and sent to the Graveyard as a result of battle, select 2 cards from your opponent's Graveyard, add them to your opponent's Deck and the Deck is then shuffled.","Attribute EARTH","Level 4","Monster Type Fairy","Card Type Effect","ATK 1200","DEF 1600",""
"Dragged Down into the Grave","Unlimited","Card Text Both players reveal their hands, each chooses 1 card from their opponent's hand, then you discard the chosen cards from both players' hands, then both players draw 1 card.","","","","","","","Icon Normal Spell"
"Kaiser Glider","Unlimited","Card Text Cannot be destroyed by battle with a monster that has the same ATK. If this card is destroyed and sent to the Graveyard: Target 1 monster on the field; return that target to the hand.","Attribute LIGHT","Level 6","Monster Type Dragon","Card Type Effect","ATK 2400","DEF 2200",""
"Spell Reproduction","Unlimited","Card Text Send 2 Spells from your hand to the GY, then target 1 Spell in your GY; add it to your hand.","","","","","","","Icon Normal Spell"
"Shrink","Unlimited","Card Text Target 1 face-up monster on the field; its original ATK becomes halved until the end of this turn.","","","","","","","Icon Quick-Play Spell"
"Mudora","Unlimited","Card Text This card gains 200 ATK for each Fairy-Type monster in your Graveyard.","Attribute EARTH","Level 4","Monster Type Fairy","Card Type Effect","ATK 1500","DEF 1800",""
"Cestus of Dagla","Unlimited","Card Text Equip only to a Fairy-Type monster. It gains 500 ATK. If it inflicts battle damage to your opponent: Gain LP equal to the damage inflicted.","","","","","","","Icon Equip Spell"
"Virus Cannon","Unlimited","Card Text Tribute any number of monsters, except Tokens; your opponent sends an equal number of Spells from their Deck to the GY (or all their Spells, if lower than the number of Tributes).","","","","","","","Icon Normal Trap"
"Des Feral Imp","Unlimited","Card Text FLIP: Target 1 card in your Graveyard; shuffle that target into the Deck.","Attribute DARK","Level 4","Monster Type Reptile","Card Type Flip / Effect","ATK 1600","DEF 1800",""
"Exchange of the Spirit","Unlimited","Card Text If both players have 15 or more cards in their Graveyards: Pay 1000 LP; each player swaps the cards in their Graveyard with the cards in their Deck, then shuffles their Deck. You can only activate 1 ""Exchange of the Spirit"" per Duel.","","","","","","","Icon Normal Trap"
"Kelbek","Unlimited","Card Text A monster that attacks this card returns to its owner's hand. Damage calculation is applied normally.","Attribute EARTH","Level 4","Monster Type Fairy","Card Type Effect","ATK 1500","DEF 1800",""
"Muko (Updated from: Null and Void)","Unlimited","Card Text Activate only when an effect of drawing card(s) is activated. Both players see the cards drawn by the effect and discard them all to the Graveyard.NoteCard Name updated from ""Null and Void"". (Printed version not yet available.)","","","","","","","Icon Normal Trap"
"Zolga","Unlimited","Card Text When a monster is Tribute Summoned by Tributing this card: The owner of this card gains 2000 Life Points.","Attribute EARTH","Level 4","Monster Type Fairy","Card Type Effect","ATK 1700","DEF 1200",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Blast Held by a Tribute","Unlimited","Card Text When an opponent's monster that was Tribute Summoned declares an attack: Destroy as many face-up Attack Position monsters they control as possible, and if you do, inflict 1000 damage to your opponent.","","","","","","","Icon Normal Trap"
"Agido","Unlimited","Card Text When this card is destroyed and sent to the Graveyard as a result of battle, roll a six-sided die. You can Special Summon 1 Fairy-Type monster from your Graveyard whose Level is equal to the number rolled. (If the result is 6, you can Special Summon a Level 6 or higher monster.)","Attribute EARTH","Level 4","Monster Type Fairy","Card Type Effect","ATK 1500","DEF 1300",""
"Silent Doom","Unlimited","Card Text Target 1 Normal Monster in your Graveyard; Special Summon it in face-up Defense Position, but it cannot attack.","","","","","","","Icon Normal Spell"
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Fiber Jar","Forbidden","Card Text FLIP: Each player shuffles all cards from their hand, field, and Graveyard into the Deck, then draws 5 cards. Forbidden","Attribute EARTH","Level 3","Monster Type Plant","Card Type Effect","ATK 500","DEF 500",""
"Gradius' Option","Unlimited","Card Text This card cannot be Normal Summoned or Set. This monster can only be Special Summoned by selecting 1 face-up ""Gradius"" on your side of the field. The ATK and DEF of this card becomes the same as the ATK and DEF of the selected ""Gradius"". If the selected ""Gradius"" is removed from the field, destroy this card.","Attribute LIGHT","Level 1","Monster Type Machine","Card Type Effect","ATK ?","DEF ?",""
"Maharaghi","Unlimited","Card Text This card cannot be Special Summoned. This card returns to the owner's hand during the End Phase of the turn that this card is Normal Summoned or flipped face-up. If this card is Normal Summoned or flipped face-up, look at 1 card on the top of your Deck during your next Draw Phase (before you draw), and return the card to the top or the bottom of your Deck.","Attribute EARTH","Level 4","Monster Type Rock","Card Type Spirit / Effect","ATK 1200","DEF 1700",""
"Inaba White Rabbit","Unlimited","Card Text This card cannot be Special Summoned. This card returns to the owner's hand during the End Phase of the turn that this card is Normal Summoned or flipped face-up. This monster attacks your opponent's Life Points directly.","Attribute EARTH","Level 3","Monster Type Beast","Card Type Spirit / Effect","ATK 700","DEF 500",""
"Yata-Garasu","Forbidden","Card Text This card cannot be Special Summoned. This card returns to its owner's hand during the End Phase of the turn it is Normal Summoned or flipped face-up. When this card inflicts Battle Damage to your opponent, they skip their next Draw Phase. Forbidden","Attribute WIND","Level 2","Monster Type Fiend","Card Type Spirit / Effect","ATK 200","DEF 100",""
"Susa Soldier","Unlimited","Card Text This card cannot be Special Summoned. This card returns to the owner's hand during the End Phase of the turn that this card is Normal Summoned or flipped face-up. The Battle Damage this card inflicts to your opponent's Life Points is halved.","Attribute EARTH","Level 4","Monster Type Thunder","Card Type Spirit / Effect","ATK 2000","DEF 1600",""
"Yamata Dragon","Unlimited","Card Text This card cannot be Special Summoned. This card returns to its owner's hand during the End Phase of the turn it is Normal Summoned or flipped face-up. When this card inflicts Battle Damage to your opponent, draw cards until you have 5 cards in your hand.","Attribute FIRE","Level 7","Monster Type Dragon","Card Type Spirit / Effect","ATK 2600","DEF 3100",""
