Card Number,Card Name,Status,Card Text,Card Type,Attribute,Level,Monster Type,ATK,DEF,Rank,Pendulum Effect,Pendulum Scale,Link
10294,Abyss-sphere,Unlimited,"Card Text Special Summon 1 ""Mermail"" monster from your Deck. Its effects are negated. You cannot activate any Spell Cards. When this card leaves the field, destroy that monster. Destroy this card during your opponent's next End Phase after activation.",Icon Continuous Trap,,,,,,,,,
10295,Abyss-strom,Unlimited,"Card Text Send 1 face-up ""Umi"" you control to the Graveyard; send all Spell and Trap Cards on the field to the Graveyard.",Icon Normal Trap,,,,,,,,,
10296,Madolchepalooza,Unlimited,"Card Text Special Summon any number of ""Madolche"" monsters from your hand, but shuffle them into the Deck during the End Phase.",Icon Normal Trap,,,,,,,,,
10297,Memory of an Adversary,Unlimited,"Card Text When an opponent's monster declares an attack: You take damage equal to the attacking monster's ATK, and if you do, banish that monster. During the End Phase of your opponent's next turn, Special Summon that monster to your side of the field.",Icon Normal Trap,,,,,,,,,
10298,Magic Deflector,Unlimited,"Card Text For the rest of this turn, negate all Equip, Field, Continuous and Quick-Play Spell Card effects on the field.",Icon Normal Trap,,,,,,,,,
10299,That Wacky Alchemy!,Unlimited,Card Text If a face-up Spell Card(s) in your opponent's Spell & Trap Card Zones is sent to the Graveyard: You can target 1 face-up monster on the field; destroy that target.,Icon Normal Trap,,,,,,,,,
10300,Cash Back,Unlimited,"Card Text When your opponent activates a Spell/Trap Card, or monster effect, by paying their Life Points: Negate the activation, and if you do, return it to the Deck.",Icon Counter Trap,,,,,,,,,
10301,Unification,Unlimited,"Card Text Once per turn, during each player's Standby Phase: The turn player declares a Level from among the face-up monsters they control, then sends all face-up monsters they control with a different Level to the Graveyard.",Icon Continuous Trap,,,,,,,,,
10302,Retort,Unlimited,"Card Text When your opponent activates a Spell/Trap Card with the same name as one in your Graveyard: Negate the activation, and if you do, destroy that card. Then you can add 1 card with that name from your Graveyard to your hand.",Icon Counter Trap,,,,,,,,,
10303,Blackwing - Damascus the Polar Night,Unlimited,"Card Text During either player's turn: You can discard this card to target 1 ""Blackwing"" monster you control; it gains 500 ATK until the End Phase.",Card Type Effect,Attribute DARK,Level 3,Monster Type Winged Beast,ATK 1300,DEF 700,,,,
10304,Pahunder,Unlimited,"Card Text Once per turn: You can Normal Summon 1 Level 4 LIGHT Thunder-Type monster from your hand, except ""Pahunder"", as an additional Normal Summon.",Card Type Effect,Attribute LIGHT,Level 4,Monster Type Thunder,ATK 1300,DEF 600,,,,
10305,Mahunder,Unlimited,"Card Text Once per turn: You can Normal Summon 1 Level 4 LIGHT Thunder-Type monster from your hand, except ""Mahunder"", as an additional Normal Summon.",Card Type Effect,Attribute LIGHT,Level 4,Monster Type Thunder,ATK 1400,DEF 700,,,,
10306,Sishunder,Unlimited,"Card Text When this card is Normal Summoned: You can target 1 Level 4 LIGHT Thunder-Type monster with 1600 or less ATK in your Graveyard, except ""Sishunder""; banish that target. During the End Phase of this turn, add that card to your hand.",Card Type Effect,Attribute LIGHT,Level 4,Monster Type Thunder,ATK 900,DEF 400,,,,
10307,Number 91: Thunder Spark Dragon,Unlimited,"Card Text 3 Level 4 monstersOnce per turn, you can activate 1 of these effects.●Detach 3 Xyz Materials from this card; destroy all other face-up monsters on the field.●Detach 5 Xyz Materials from this card; destroy all cards your opponent controls.",Card Type Xyz / Effect,Attribute LIGHT,,Monster Type Dragon,ATK 2400,DEF 2000,Rank 4,,,
10308,Spirit Converter,Unlimited,Card Text Once per turn: You can target 1 Xyz Monster you control; attach 1 face-up Level 4 LIGHT monster you control to that target as an Xyz Material. When this card is sent from the field to the Graveyard: Target 2 Level 4 LIGHT Thunder-Type monsters with the same name in your Graveyard; add those targets to your hand.,Icon Continuous Spell,,,,,,,,,
10309,Mono Synchron,Unlimited,"Card Text When using this card as Synchro Material, the other Synchro Material(s) must be Level 4 or lower Warrior or Machine-Type monsters, and they are treated as Level 1.",Card Type Tuner / Effect,Attribute DARK,Level 1,Monster Type Machine,ATK 0,DEF 0,,,,
10310,Steam Synchron,Unlimited,"Card Text During your opponent's Main Phase, you can: Immediately after this effect resolves, Synchro Summon using this card you control (this is a Quick Effect).",Card Type Tuner / Effect,Attribute WATER,Level 3,Monster Type Machine,ATK 600,DEF 800,,,,
10311,Noble Knight Gawayn,Unlimited,"Card Text If you control a LIGHT Normal Monster, you can Special Summon this card (from your hand) in face-up Defense Position.",Card Type Effect,Attribute LIGHT,Level 4,Monster Type Warrior,ATK 1900,DEF 500,,,,
10312,Prophecy Destroyer,Unlimited,"Card Text If this card is in your Graveyard: You can banish 3 ""Spellbook"" Spell Cards from your Graveyard; Special Summon this card from your Graveyard.",Card Type Effect,Attribute DARK,Level 6,Monster Type Spellcaster,ATK 2500,DEF 1200,,,,
10313,Lightray Madoor,Unlimited,"Card Text If 3 or more of your LIGHT monsters are banished, you can Special Summon this card (from your hand). Once per turn, this card cannot be destroyed by battle.",Card Type Effect,Attribute LIGHT,Level 6,Monster Type Spellcaster,ATK 1200,DEF 3000,,,,
10314,Blue Dragon Ninja,Unlimited,"Card Text Once per turn, during either player's turn: You can discard 1 ""Ninja"" monster and 1 ""Ninjitsu Art"" card to target 1 face-up monster your opponent controls; this turn, that monster's effects are negated, also that monster cannot attack.",Card Type Effect,Attribute WATER,Level 5,Monster Type Sea Serpent,ATK 2100,DEF 1200,,,,
10315,Imairuka,Unlimited,"Card Text If this card you control is destroyed by your opponent's card and sent to your GY: Send the top card of your Deck to the GY, then, if it is a WATER monster, draw 1 card.",Card Type Effect,Attribute WATER,Level 2,Monster Type Sea Serpent,ATK 1000,DEF 1000,,,,
10316,Revival Golem,Unlimited,"Card Text The effect of ""Revival Golem"" can only be used once per turn. When this card is sent from your Deck to the Graveyard: Activate 1 of these effects.●Special Summon this card from the Graveyard.●Add this card from the Graveyard to your hand.",Card Type Effect,Attribute EARTH,Level 4,Monster Type Rock,ATK 100,DEF 2100,,,,
10317,Noble Arms - Gallatin,Unlimited,"Card Text You can only control 1 ""Noble Arms - Gallatin"". Equip only to a Warrior-Type monster. It gains 1000 ATK. During each of your Standby Phases, it loses 200 ATK. If this face-up card on the field is destroyed and sent to the Graveyard: You can target 1 Warrior-Type ""Noble Knight"" monster you control; equip this card to that target. You can only use this effect of ""Noble Arms - Gallatin"" once per turn.",Icon Equip Spell,,,,,,,,,
10318,Spellbook Library of the Crescent,Unlimited,"Card Text If you have no ""Spellbook"" Spell Cards in your Graveyard: Reveal 3 ""Spellbook"" Spell Cards with different names from your Deck, your opponent randomly adds 1 of them to your hand, and shuffle the rest back into your Deck. You can only activate 1 ""Spellbook Library of the Crescent"" per turn. You cannot activate any Spell Cards the turn you activate this card, except ""Spellbook"" Spell Cards.",Icon Normal Spell,,,,,,,,,
10319,Advance Zone,Unlimited,"Card Text Once per turn, during the End Phase of any turn in which you Tribute Summoned a monster(s): You can apply these effects, in sequence, based on the number of monsters you Tributed for Tribute Summons this turn.●1 or more: Destroy 1 Set card your opponent controls.●2 or more: Draw 1 card.●3 or more: Add 1 monster from your Graveyard to your hand.",Icon Continuous Spell,,,,,,,,,
10320,Ninjitsu Art of Shadow Sealing,Unlimited,"Card Text Tribute 1 ""Ninja"" monster to target 1 monster your opponent controls; banish that target. While that card is banished, its Monster Card Zone cannot be used. When this face-up card leaves the field: Return the card banished by this effect to the same Monster Card Zone, in the same battle position.",Icon Continuous Trap,,,,,,,,,
10321,Legendary Dragon of White,Unlimited,"Card Text 3 Level 8 monstersMust be Xyz Summoned and cannot be Special Summoned by other ways. If this card attacks your opponent directly and reduces their LP to 0, while it has an Xyz Material attached that was originally Dragon-Type, you win the Match.",Card Type Xyz / Effect,Attribute LIGHT,,Monster Type Dragon,ATK 3000,DEF 2500,Rank 8,,,
10322,Legendary Magician of Dark,Unlimited,"Card Text 3 Level 7 monstersMust be Xyz Summoned and cannot be Special Summoned by other ways. If this card attacks your opponent directly and reduces their LP to 0, while it has an Xyz Material attached that was originally Spellcaster-Type, you win the Match.",Card Type Xyz / Effect,Attribute DARK,,Monster Type Spellcaster,ATK 2500,DEF 2100,Rank 7,,,
10323,Number 69: Heraldry Crest,Unlimited,"Card Text 3 Level 4 monstersWhen this card is Special Summoned: Negate the effects of all other face-up Xyz Monsters currently on the field. You can target 1 other face-up Xyz Monster on the field; until the End Phase, this card's name and original effect become the same as that monster. You can only use this effect of ""Number 69: Heraldry Crest"" once per turn.",Card Type Xyz / Effect,Attribute LIGHT,,Monster Type Psychic,ATK 2600,DEF 1400,Rank 4,,,
10324,Number 88: Gimmick Puppet of Leo,Unlimited,"Card Text 3 Level 8 monstersOnce per turn, if you have no cards in your Spell & Trap Card Zone: You can detach 1 Xyz Material from this card, and if you do, place 1 Destiny Counter on this card. You cannot conduct your Battle Phase the turn you activate this effect. When 3 Destiny Counters are on this card, you win the Duel.",Card Type Xyz / Effect,Attribute DARK,,Monster Type Machine,ATK 3200,DEF 2300,Rank 8,,,
10325,Amulet Dragon,Unlimited,"Card Text ""Dark Magician"" + 1 Dragon monsterMust be Fusion Summoned with the above Fusion Materials or with ""The Eye of Timaeus"". If this card is Special Summoned: Target any number of Spells in any GY(s) (min.1); banish those targets, and if you do, this card gains 100 ATK for each card banished by this effect. If this card is destroyed: You can target 1 Spellcaster monster in your GY; Special Summon that target.",Card Type Fusion / Effect,Attribute DARK,Level 8,Monster Type Dragon,ATK 2900,DEF 2500,,,,
10326,The Eye of Timaeus,Unlimited,"Card Text (This card is also always treated as ""Legendary Dragon Timaeus"".)Target 1 ""Dark Magician"" monster you control; Fusion Summon 1 Fusion Monster from your Extra Deck that lists that monster on the field as Fusion Material, using it as the Fusion Material. You can only activate 1 ""The Eye of Timaeus"" per turn.",Icon Normal Spell,,,,,,,,,
10327,The Seal of Orichalcos,Unlimited,"Card Text All monsters you control gain 500 ATK. Once per turn, this card cannot be destroyed by card effects. While you control 2 or more face-up Attack Position monsters, your opponent cannot target your monster(s) with the lowest ATK for an attack. If this card is activated: Destroy all Special Summoned monsters you control. You cannot Special Summon monsters from the Extra Deck. You can only activate ""The Seal of Orichalcos"" once per Duel.",Icon Field Spell,,,,,,,,,
10328,Brotherhood of the Fire Fist - Horse Prince,Unlimited,"Card Text 1 FIRE Tuner + 1+ non-Tuner monstersWhen this card is Synchro Summoned: You can Special Summon 1 Level 3 FIRE monster from your Deck. After you Synchro Summon this card, you cannot Special Summon Level 5 or higher monsters for the rest of the turn.",Card Type Synchro / Effect,Attribute FIRE,Level 6,Monster Type Beast-Warrior,ATK 2200,DEF 2200,,,,
10329,Brotherhood of the Fire Fist - Spirit,Unlimited,"Card Text Cannot be used as Synchro Material, except for the Synchro Summon of a Beast-Warrior monster. When this card is Normal Summoned: You can target 1 Level 3 FIRE monster with 200 or less DEF in your GY; Special Summon that target in Defense Position, and if you do, monsters you control cannot attack for the rest of this turn, except Beast-Warrior monsters. You can only use this effect of ""Brotherhood of the Fire Fist - Spirit"" once per turn.",Card Type Tuner / Effect,Attribute FIRE,Level 3,Monster Type Beast-Warrior,ATK 500,DEF 200,,,,
